,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
0,_NarayaniSena,#savecow #हर_घर_एक_गाय,,133,16,975,45,"“Safeguarding cows is our priority. We have already started strengthening goshalas”.. #savecow
Congratulations to goverment for trying in earnest to protect cattle  ! 
#गोहत्या_रोको_धर्म_बचाओ https://t.co/os6UApmUJT",['savecow']
1,_NarayaniSena,#savecow #हर_घर_एक_गाय,,133,16,975,19,"Indian cow milk is best in world..
Cow’s milk never becomes impure !
 #SaveCow
#गोहत्या_रोको_धर्म_बचाओ https://t.co/rnpNrLNzz5","['SaveCow', 'गोहत्या_रोको_धर्म_बचाओ']"
